"","FeatureCode","DateCode","Measurement","Units","Value","Indices of Deprivation"
"20738","E07000034",2015,"Local concentration",NA,30802,"a. Index of Multiple Deprivation (IMD)"
"20739","E07000241",2015,"Local concentration",NA,22665,"a. Index of Multiple Deprivation (IMD)"
"20740","E07000032",2015,"Local concentration",NA,28599,"a. Index of Multiple Deprivation (IMD)"
"20741","E07000033",2015,"Local concentration",NA,29282,"a. Index of Multiple Deprivation (IMD)"
"20742","E07000008",2015,"Local concentration",NA,24954,"a. Index of Multiple Deprivation (IMD)"
"20743","E07000007",2015,"Local concentration",NA,21525,"a. Index of Multiple Deprivation (IMD)"
"20744","E07000009",2015,"Local concentration",NA,20525,"a. Index of Multiple Deprivation (IMD)"
"20745","E06000055",2015,"Local concentration",NA,29629,"a. Index of Multiple Deprivation (IMD)"
"20746","E06000056",2015,"Local concentration",NA,25499,"a. Index of Multiple Deprivation (IMD)"
"20747","E07000012",2015,"Local concentration",NA,15916,"a. Index of Multiple Deprivation (IMD)"
"20748","E07000026",2015,"Local concentration",NA,31052,"a. Index of Multiple Deprivation (IMD)"
"20749","E07000010",2015,"Local concentration",NA,30024,"a. Index of Multiple Deprivation (IMD)"
"20750","E07000011",2015,"Local concentration",NA,22751,"a. Index of Multiple Deprivation (IMD)"
"20751","E07000155",2015,"Local concentration",NA,14070,"a. Index of Multiple Deprivation (IMD)"
"20752","E07000154",2015,"Local concentration",NA,31176,"a. Index of Multiple Deprivation (IMD)"
"20753","E07000156",2015,"Local concentration",NA,30558,"a. Index of Multiple Deprivation (IMD)"
"20754","E07000152",2015,"Local concentration",NA,25215,"a. Index of Multiple Deprivation (IMD)"
"20755","E07000153",2015,"Local concentration",NA,30032,"a. Index of Multiple Deprivation (IMD)"
"20756","E07000166",2015,"Local concentration",NA,21682,"a. Index of Multiple Deprivation (IMD)"
"20757","E07000165",2015,"Local concentration",NA,20564,"a. Index of Multiple Deprivation (IMD)"
"20758","E07000167",2015,"Local concentration",NA,21031,"a. Index of Multiple Deprivation (IMD)"
"20759","E07000163",2015,"Local concentration",NA,23109,"a. Index of Multiple Deprivation (IMD)"
"20760","E07000164",2015,"Local concentration",NA,22828,"a. Index of Multiple Deprivation (IMD)"
"20761","E07000146",2015,"Local concentration",NA,30615,"a. Index of Multiple Deprivation (IMD)"
"20762","E07000145",2015,"Local concentration",NA,32694,"a. Index of Multiple Deprivation (IMD)"
"20763","E07000147",2015,"Local concentration",NA,25265,"a. Index of Multiple Deprivation (IMD)"
"20764","E07000143",2015,"Local concentration",NA,28134,"a. Index of Multiple Deprivation (IMD)"
"20765","E07000144",2015,"Local concentration",NA,18735,"a. Index of Multiple Deprivation (IMD)"
"20766","E07000150",2015,"Local concentration",NA,31128,"a. Index of Multiple Deprivation (IMD)"
"20767","E07000151",2015,"Local concentration",NA,26319,"a. Index of Multiple Deprivation (IMD)"
"20768","E07000148",2015,"Local concentration",NA,31251,"a. Index of Multiple Deprivation (IMD)"
"20769","E07000149",2015,"Local concentration",NA,21161,"a. Index of Multiple Deprivation (IMD)"
"20770","E08000004",2015,"Local concentration",NA,32201,"a. Index of Multiple Deprivation (IMD)"
"20771","E08000003",2015,"Local concentration",NA,32571,"a. Index of Multiple Deprivation (IMD)"
"20772","E08000005",2015,"Local concentration",NA,32371,"a. Index of Multiple Deprivation (IMD)"
"20773","E08000001",2015,"Local concentration",NA,31900,"a. Index of Multiple Deprivation (IMD)"
"20774","E08000002",2015,"Local concentration",NA,30877,"a. Index of Multiple Deprivation (IMD)"
"20775","E08000009",2015,"Local concentration",NA,29199,"a. Index of Multiple Deprivation (IMD)"
"20776","E08000008",2015,"Local concentration",NA,31652,"a. Index of Multiple Deprivation (IMD)"
"20777","E08000010",2015,"Local concentration",NA,31571,"a. Index of Multiple Deprivation (IMD)"
"20778","E08000006",2015,"Local concentration",NA,32419,"a. Index of Multiple Deprivation (IMD)"
"20779","E08000007",2015,"Local concentration",NA,31136,"a. Index of Multiple Deprivation (IMD)"
"20780","E09000001",2015,"Local concentration",NA,22560,"a. Index of Multiple Deprivation (IMD)"
"20781","E09000033",2015,"Local concentration",NA,31414,"a. Index of Multiple Deprivation (IMD)"
"20782","E09000002",2015,"Local concentration",NA,29860,"a. Index of Multiple Deprivation (IMD)"
"20783","E09000031",2015,"Local concentration",NA,30404,"a. Index of Multiple Deprivation (IMD)"
"20784","E09000032",2015,"Local concentration",NA,27082,"a. Index of Multiple Deprivation (IMD)"
"20785","E09000006",2015,"Local concentration",NA,28696,"a. Index of Multiple Deprivation (IMD)"
"20786","E09000005",2015,"Local concentration",NA,30468,"a. Index of Multiple Deprivation (IMD)"
"20787","E09000007",2015,"Local concentration",NA,29690,"a. Index of Multiple Deprivation (IMD)"
"20788","E09000003",2015,"Local concentration",NA,27379,"a. Index of Multiple Deprivation (IMD)"
"20789","E09000004",2015,"Local concentration",NA,26868,"a. Index of Multiple Deprivation (IMD)"
"20790","E08000024",2015,"Local concentration",NA,31877,"a. Index of Multiple Deprivation (IMD)"
"20791","E08000023",2015,"Local concentration",NA,31300,"a. Index of Multiple Deprivation (IMD)"
"20792","E08000025",2015,"Local concentration",NA,32301,"a. Index of Multiple Deprivation (IMD)"
"20793","E08000021",2015,"Local concentration",NA,32429,"a. Index of Multiple Deprivation (IMD)"
"20794","E08000022",2015,"Local concentration",NA,30254,"a. Index of Multiple Deprivation (IMD)"
"20795","E08000029",2015,"Local concentration",NA,31359,"a. Index of Multiple Deprivation (IMD)"
"20796","E08000028",2015,"Local concentration",NA,31586,"a. Index of Multiple Deprivation (IMD)"
"20797","E08000030",2015,"Local concentration",NA,31517,"a. Index of Multiple Deprivation (IMD)"
"20798","E08000026",2015,"Local concentration",NA,32041,"a. Index of Multiple Deprivation (IMD)"
"20799","E08000027",2015,"Local concentration",NA,30828,"a. Index of Multiple Deprivation (IMD)"
"20800","E08000014",2015,"Local concentration",NA,32177,"a. Index of Multiple Deprivation (IMD)"
"20801","E08000013",2015,"Local concentration",NA,32128,"a. Index of Multiple Deprivation (IMD)"
"20802","E08000015",2015,"Local concentration",NA,32459,"a. Index of Multiple Deprivation (IMD)"
"20803","E08000011",2015,"Local concentration",NA,32702,"a. Index of Multiple Deprivation (IMD)"
"20804","E08000012",2015,"Local concentration",NA,32666,"a. Index of Multiple Deprivation (IMD)"
"20805","E08000018",2015,"Local concentration",NA,32267,"a. Index of Multiple Deprivation (IMD)"
"20806","E08000019",2015,"Local concentration",NA,32189,"a. Index of Multiple Deprivation (IMD)"
"20807","E08000016",2015,"Local concentration",NA,31799,"a. Index of Multiple Deprivation (IMD)"
"20808","E08000017",2015,"Local concentration",NA,31729,"a. Index of Multiple Deprivation (IMD)"
"20809","E07000032",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20810","E07000031",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20811","E07000033",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20812","E07000029",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20813","E07000030",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20814","E09000010",2015,"Local concentration",NA,30528,"a. Index of Multiple Deprivation (IMD)"
"20815","E09000009",2015,"Local concentration",NA,29339,"a. Index of Multiple Deprivation (IMD)"
"20816","E09000011",2015,"Local concentration",NA,29003,"a. Index of Multiple Deprivation (IMD)"
"20817","E07000034",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20818","E09000008",2015,"Local concentration",NA,29514,"a. Index of Multiple Deprivation (IMD)"
"20819","E07000010",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20820","E07000009",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20821","E07000011",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20822","E07000007",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20823","E07000008",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20824","E07000027",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20825","E07000028",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20826","E07000012",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20827","E07000026",2019,"Local concentration",NA,NA,"a. Index of Multiple Deprivation (IMD)"
"20828","E09000024",2015,"Local concentration",NA,25751,"a. Index of Multiple Deprivation (IMD)"
"20829","E09000023",2015,"Local concentration",NA,29712,"a. Index of Multiple Deprivation (IMD)"
"20830","E09000025",2015,"Local concentration",NA,30153,"a. Index of Multiple Deprivation (IMD)"
"20831","E09000021",2015,"Local concentration",NA,21320,"a. Index of Multiple Deprivation (IMD)"
"20832","E09000022",2015,"Local concentration",NA,29842,"a. Index of Multiple Deprivation (IMD)"
"20833","E09000029",2015,"Local concentration",NA,26913,"a. Index of Multiple Deprivation (IMD)"
"20834","E09000028",2015,"Local concentration",NA,29503,"a. Index of Multiple Deprivation (IMD)"
"20835","E09000030",2015,"Local concentration",NA,31115,"a. Index of Multiple Deprivation (IMD)"
"20836","E09000026",2015,"Local concentration",NA,27350,"a. Index of Multiple Deprivation (IMD)"
"20837","E09000027",2015,"Local concentration",NA,21255,"a. Index of Multiple Deprivation (IMD)"
"20838","E09000015",2015,"Local concentration",NA,24401,"a. Index of Multiple Deprivation (IMD)"
"20839","E09000014",2015,"Local concentration",NA,31185,"a. Index of Multiple Deprivation (IMD)"
"20840","E09000016",2015,"Local concentration",NA,28131,"a. Index of Multiple Deprivation (IMD)"
"20841","E09000012",2015,"Local concentration",NA,31013,"a. Index of Multiple Deprivation (IMD)"
"20842","E09000013",2015,"Local concentration",NA,29783,"a. Index of Multiple Deprivation (IMD)"
"20843","E09000019",2015,"Local concentration",NA,30884,"a. Index of Multiple Deprivation (IMD)"
"20844","E09000020",2015,"Local concentration",NA,30574,"a. Index of Multiple Deprivation (IMD)"
"20845","E09000017",2015,"Local concentration",NA,26163,"a. Index of Multiple Deprivation (IMD)"
"20846","E09000018",2015,"Local concentration",NA,27817,"a. Index of Multiple Deprivation (IMD)"
"20847","E07000091",2015,"Local concentration",NA,23903,"a. Index of Multiple Deprivation (IMD)"
"20848","E07000090",2015,"Local concentration",NA,30114,"a. Index of Multiple Deprivation (IMD)"
"20849","E07000092",2015,"Local concentration",NA,25461,"a. Index of Multiple Deprivation (IMD)"
"20850","E07000088",2015,"Local concentration",NA,29297,"a. Index of Multiple Deprivation (IMD)"
"20851","E07000089",2015,"Local concentration",NA,11929,"a. Index of Multiple Deprivation (IMD)"
"20852","E07000096",2015,"Local concentration",NA,23514,"a. Index of Multiple Deprivation (IMD)"
"20853","E07000095",2015,"Local concentration",NA,26756,"a. Index of Multiple Deprivation (IMD)"
"20854","E07000098",2015,"Local concentration",NA,23691,"a. Index of Multiple Deprivation (IMD)"
"20855","E07000093",2015,"Local concentration",NA,22496,"a. Index of Multiple Deprivation (IMD)"
"20856","E07000094",2015,"Local concentration",NA,19421,"a. Index of Multiple Deprivation (IMD)"
"20857","E07000082",2015,"Local concentration",NA,21083,"a. Index of Multiple Deprivation (IMD)"
"20858","E07000081",2015,"Local concentration",NA,31345,"a. Index of Multiple Deprivation (IMD)"
"20859","E07000083",2015,"Local concentration",NA,23642,"a. Index of Multiple Deprivation (IMD)"
"20860","E07000079",2015,"Local concentration",NA,18478,"a. Index of Multiple Deprivation (IMD)"
"20861","E07000080",2015,"Local concentration",NA,25052,"a. Index of Multiple Deprivation (IMD)"
"20862","E07000086",2015,"Local concentration",NA,22693,"a. Index of Multiple Deprivation (IMD)"
"20863","E07000087",2015,"Local concentration",NA,20739,"a. Index of Multiple Deprivation (IMD)"
"20864","E07000084",2015,"Local concentration",NA,23432,"a. Index of Multiple Deprivation (IMD)"
"20865","E07000085",2015,"Local concentration",NA,19313,"a. Index of Multiple Deprivation (IMD)"
"20866","E07000114",2015,"Local concentration",NA,32674,"a. Index of Multiple Deprivation (IMD)"
"20867","E07000113",2015,"Local concentration",NA,32156,"a. Index of Multiple Deprivation (IMD)"
"20868","E07000115",2015,"Local concentration",NA,23423,"a. Index of Multiple Deprivation (IMD)"
"20869","E07000111",2015,"Local concentration",NA,24266,"a. Index of Multiple Deprivation (IMD)"
"20870","E07000112",2015,"Local concentration",NA,30535,"a. Index of Multiple Deprivation (IMD)"
"20871","E07000119",2015,"Local concentration",NA,26360,"a. Index of Multiple Deprivation (IMD)"
"20872","E07000118",2015,"Local concentration",NA,29435,"a. Index of Multiple Deprivation (IMD)"
"20873","E07000120",2015,"Local concentration",NA,31957,"a. Index of Multiple Deprivation (IMD)"
"20874","E07000116",2015,"Local concentration",NA,21892,"a. Index of Multiple Deprivation (IMD)"
"20875","E07000117",2015,"Local concentration",NA,32639,"a. Index of Multiple Deprivation (IMD)"
"20876","E07000105",2015,"Local concentration",NA,27995,"a. Index of Multiple Deprivation (IMD)"
"20877","E07000103",2015,"Local concentration",NA,24973,"a. Index of Multiple Deprivation (IMD)"
"20878","E07000106",2015,"Local concentration",NA,28067,"a. Index of Multiple Deprivation (IMD)"
"20879","E07000099",2015,"Local concentration",NA,23660,"a. Index of Multiple Deprivation (IMD)"
"20880","E07000102",2015,"Local concentration",NA,22884,"a. Index of Multiple Deprivation (IMD)"
"20881","E07000109",2015,"Local concentration",NA,30401,"a. Index of Multiple Deprivation (IMD)"
"20882","E07000110",2015,"Local concentration",NA,27750,"a. Index of Multiple Deprivation (IMD)"
"20883","E07000107",2015,"Local concentration",NA,28472,"a. Index of Multiple Deprivation (IMD)"
"20884","E07000108",2015,"Local concentration",NA,29867,"a. Index of Multiple Deprivation (IMD)"
"20885","E07000040",2015,"Local concentration",NA,22507,"a. Index of Multiple Deprivation (IMD)"
"20886","E07000039",2015,"Local concentration",NA,26056,"a. Index of Multiple Deprivation (IMD)"
"20887","E07000041",2015,"Local concentration",NA,28313,"a. Index of Multiple Deprivation (IMD)"
"20888","E07000037",2015,"Local concentration",NA,27628,"a. Index of Multiple Deprivation (IMD)"
"20889","E07000038",2015,"Local concentration",NA,27815,"a. Index of Multiple Deprivation (IMD)"
"20890","E07000045",2015,"Local concentration",NA,26270,"a. Index of Multiple Deprivation (IMD)"
"20891","E07000044",2015,"Local concentration",NA,21434,"a. Index of Multiple Deprivation (IMD)"
"20892","E07000046",2015,"Local concentration",NA,28101,"a. Index of Multiple Deprivation (IMD)"
"20893","E07000042",2015,"Local concentration",NA,24644,"a. Index of Multiple Deprivation (IMD)"
"20894","E07000043",2015,"Local concentration",NA,29378,"a. Index of Multiple Deprivation (IMD)"
"20895","E08000034",2015,"Local concentration",NA,30777,"a. Index of Multiple Deprivation (IMD)"
"20896","E08000033",2015,"Local concentration",NA,31555,"a. Index of Multiple Deprivation (IMD)"
"20897","E08000035",2015,"Local concentration",NA,32266,"a. Index of Multiple Deprivation (IMD)"
"20898","E08000031",2015,"Local concentration",NA,31831,"a. Index of Multiple Deprivation (IMD)"
"20899","E08000032",2015,"Local concentration",NA,32408,"a. Index of Multiple Deprivation (IMD)"
"20900","E07000035",2015,"Local concentration",NA,20812,"a. Index of Multiple Deprivation (IMD)"
"20901","E07000036",2015,"Local concentration",NA,29871,"a. Index of Multiple Deprivation (IMD)"
"20902","E08000036",2015,"Local concentration",NA,31628,"a. Index of Multiple Deprivation (IMD)"
"20903","E08000037",2015,"Local concentration",NA,31347,"a. Index of Multiple Deprivation (IMD)"
"20904","E07000072",2015,"Local concentration",NA,24554,"a. Index of Multiple Deprivation (IMD)"
"20905","E07000071",2015,"Local concentration",NA,28292,"a. Index of Multiple Deprivation (IMD)"
"20906","E07000073",2015,"Local concentration",NA,27468,"a. Index of Multiple Deprivation (IMD)"
"20907","E07000069",2015,"Local concentration",NA,27853,"a. Index of Multiple Deprivation (IMD)"
"20908","E07000070",2015,"Local concentration",NA,25463,"a. Index of Multiple Deprivation (IMD)"
"20909","E07000077",2015,"Local concentration",NA,16663,"a. Index of Multiple Deprivation (IMD)"
"20910","E07000076",2015,"Local concentration",NA,31959,"a. Index of Multiple Deprivation (IMD)"
"20911","E07000078",2015,"Local concentration",NA,28844,"a. Index of Multiple Deprivation (IMD)"
"20912","E07000074",2015,"Local concentration",NA,23812,"a. Index of Multiple Deprivation (IMD)"
"20913","E07000075",2015,"Local concentration",NA,22833,"a. Index of Multiple Deprivation (IMD)"
"20914","E07000063",2015,"Local concentration",NA,24769,"a. Index of Multiple Deprivation (IMD)"
"20915","E07000062",2015,"Local concentration",NA,32408,"a. Index of Multiple Deprivation (IMD)"
"20916","E07000064",2015,"Local concentration",NA,28240,"a. Index of Multiple Deprivation (IMD)"
"20917","E07000047",2015,"Local concentration",NA,22544,"a. Index of Multiple Deprivation (IMD)"
"20918","E07000061",2015,"Local concentration",NA,29512,"a. Index of Multiple Deprivation (IMD)"
"20919","E07000067",2015,"Local concentration",NA,24714,"a. Index of Multiple Deprivation (IMD)"
"20920","E07000068",2015,"Local concentration",NA,20837,"a. Index of Multiple Deprivation (IMD)"
"20921","E07000065",2015,"Local concentration",NA,22242,"a. Index of Multiple Deprivation (IMD)"
"20922","E07000066",2015,"Local concentration",NA,31046,"a. Index of Multiple Deprivation (IMD)"
"20923","E07000012",2015,"Rank of local concentration",NA,313,"a. Index of Multiple Deprivation (IMD)"
"20924","E07000011",2015,"Rank of local concentration",NA,252,"a. Index of Multiple Deprivation (IMD)"
"20925","E07000027",2015,"Rank of local concentration",NA,10,"a. Index of Multiple Deprivation (IMD)"
"20926","E07000026",2015,"Rank of local concentration",NA,81,"a. Index of Multiple Deprivation (IMD)"
"20927","E07000008",2015,"Rank of local concentration",NA,222,"a. Index of Multiple Deprivation (IMD)"
"20928","E07000007",2015,"Rank of local concentration",NA,268,"a. Index of Multiple Deprivation (IMD)"
"20929","E07000010",2015,"Rank of local concentration",NA,120,"a. Index of Multiple Deprivation (IMD)"
"20930","E07000009",2015,"Rank of local concentration",NA,284,"a. Index of Multiple Deprivation (IMD)"
"20931","E07000032",2015,"Rank of local concentration",NA,154,"a. Index of Multiple Deprivation (IMD)"
"20932","E07000031",2015,"Rank of local concentration",NA,285,"a. Index of Multiple Deprivation (IMD)"
"20933","E07000034",2015,"Rank of local concentration",NA,92,"a. Index of Multiple Deprivation (IMD)"
"20934","E07000033",2015,"Rank of local concentration",NA,141,"a. Index of Multiple Deprivation (IMD)"
"20935","E07000029",2015,"Rank of local concentration",NA,71,"a. Index of Multiple Deprivation (IMD)"
"20936","E07000028",2015,"Rank of local concentration",NA,100,"a. Index of Multiple Deprivation (IMD)"
"20937","E07000030",2015,"Rank of local concentration",NA,282,"a. Index of Multiple Deprivation (IMD)"
"20938","E06000016",2019,"Rank of local concentration",NA,46,"a. Index of Multiple Deprivation (IMD)"
"20939","E06000015",2019,"Rank of local concentration",NA,59,"a. Index of Multiple Deprivation (IMD)"
"20940","E06000017",2019,"Rank of local concentration",NA,313,"a. Index of Multiple Deprivation (IMD)"
"20941","E06000013",2019,"Rank of local concentration",NA,87,"a. Index of Multiple Deprivation (IMD)"
"20942","E06000014",2019,"Rank of local concentration",NA,193,"a. Index of Multiple Deprivation (IMD)"
"20943","E06000021",2019,"Rank of local concentration",NA,35,"a. Index of Multiple Deprivation (IMD)"
"20944","E06000020",2019,"Rank of local concentration",NA,49,"a. Index of Multiple Deprivation (IMD)"
"20945","E06000022",2019,"Rank of local concentration",NA,217,"a. Index of Multiple Deprivation (IMD)"
"20946","E06000018",2019,"Rank of local concentration",NA,43,"a. Index of Multiple Deprivation (IMD)"
"20947","E06000019",2019,"Rank of local concentration",NA,173,"a. Index of Multiple Deprivation (IMD)"
"20948","E06000006",2019,"Rank of local concentration",NA,26,"a. Index of Multiple Deprivation (IMD)"
"20949","E06000005",2019,"Rank of local concentration",NA,32,"a. Index of Multiple Deprivation (IMD)"
"20950","E06000007",2019,"Rank of local concentration",NA,101,"a. Index of Multiple Deprivation (IMD)"
"20951","E06000003",2019,"Rank of local concentration",NA,11,"a. Index of Multiple Deprivation (IMD)"
"20952","E06000004",2019,"Rank of local concentration",NA,24,"a. Index of Multiple Deprivation (IMD)"
"20953","E06000011",2019,"Rank of local concentration",NA,127,"a. Index of Multiple Deprivation (IMD)"
"20954","E06000010",2019,"Rank of local concentration",NA,7,"a. Index of Multiple Deprivation (IMD)"
"20955","E06000012",2019,"Rank of local concentration",NA,4,"a. Index of Multiple Deprivation (IMD)"
"20956","E06000008",2019,"Rank of local concentration",NA,18,"a. Index of Multiple Deprivation (IMD)"
"20957","E06000009",2019,"Rank of local concentration",NA,1,"a. Index of Multiple Deprivation (IMD)"
"20958","E06000052",2019,"Rank of local concentration",NA,123,"a. Index of Multiple Deprivation (IMD)"
"20959","E06000051",2019,"Rank of local concentration",NA,202,"a. Index of Multiple Deprivation (IMD)"
"20960","E06000053",2019,"Rank of local concentration",NA,317,"a. Index of Multiple Deprivation (IMD)"
"20961","E06000049",2019,"Rank of local concentration",NA,161,"a. Index of Multiple Deprivation (IMD)"
"20962","E06000050",2019,"Rank of local concentration",NA,105,"a. Index of Multiple Deprivation (IMD)"
"20963","E07000007",2019,"Rank of local concentration",NA,268,"a. Index of Multiple Deprivation (IMD)"
"20964","E06000056",2019,"Rank of local concentration",NA,223,"a. Index of Multiple Deprivation (IMD)"
"20965","E07000008",2019,"Rank of local concentration",NA,200,"a. Index of Multiple Deprivation (IMD)"
"20966","E06000054",2019,"Rank of local concentration",NA,226,"a. Index of Multiple Deprivation (IMD)"
"20967","E06000055",2019,"Rank of local concentration",NA,128,"a. Index of Multiple Deprivation (IMD)"
"20968","E06000026",2019,"Rank of local concentration",NA,63,"a. Index of Multiple Deprivation (IMD)"
"20969","E06000025",2019,"Rank of local concentration",NA,254,"a. Index of Multiple Deprivation (IMD)"
"20970","E06000027",2019,"Rank of local concentration",NA,39,"a. Index of Multiple Deprivation (IMD)"
"20971","E06000023",2019,"Rank of local concentration",NA,44,"a. Index of Multiple Deprivation (IMD)"
"20972","E06000024",2019,"Rank of local concentration",NA,98,"a. Index of Multiple Deprivation (IMD)"
"20973","E06000057",2019,"Rank of local concentration",NA,68,"a. Index of Multiple Deprivation (IMD)"
"20974","E06000047",2019,"Rank of local concentration",NA,65,"a. Index of Multiple Deprivation (IMD)"
"20975","E06000030",2019,"Rank of local concentration",NA,93,"a. Index of Multiple Deprivation (IMD)"
"20976","E06000031",2019,"Rank of local concentration",NA,76,"a. Index of Multiple Deprivation (IMD)"
"20977","E07000141",2019,"Rank of local concentration",NA,218,"a. Index of Multiple Deprivation (IMD)"
"20978","E07000140",2019,"Rank of local concentration",NA,234,"a. Index of Multiple Deprivation (IMD)"
"20979","E07000142",2019,"Rank of local concentration",NA,85,"a. Index of Multiple Deprivation (IMD)"
"20980","E07000138",2019,"Rank of local concentration",NA,48,"a. Index of Multiple Deprivation (IMD)"
"20981","E07000139",2019,"Rank of local concentration",NA,255,"a. Index of Multiple Deprivation (IMD)"
"20982","E07000146",2019,"Rank of local concentration",NA,108,"a. Index of Multiple Deprivation (IMD)"
"20983","E07000145",2019,"Rank of local concentration",NA,14,"a. Index of Multiple Deprivation (IMD)"
"20984","E07000004",2019,"Rank of local concentration",NA,245,"a. Index of Multiple Deprivation (IMD)"
"20985","E07000143",2019,"Rank of local concentration",NA,162,"a. Index of Multiple Deprivation (IMD)"
"20986","E07000144",2019,"Rank of local concentration",NA,295,"a. Index of Multiple Deprivation (IMD)"
"20987","E07000131",2019,"Rank of local concentration",NA,308,"a. Index of Multiple Deprivation (IMD)"
"20988","E07000130",2019,"Rank of local concentration",NA,201,"a. Index of Multiple Deprivation (IMD)"
"20989","E07000132",2019,"Rank of local concentration",NA,225,"a. Index of Multiple Deprivation (IMD)"
"20990","E07000128",2019,"Rank of local concentration",NA,40,"a. Index of Multiple Deprivation (IMD)"
"20991","E07000129",2019,"Rank of local concentration",NA,299,"a. Index of Multiple Deprivation (IMD)"
"20992","E07000136",2019,"Rank of local concentration",NA,165,"a. Index of Multiple Deprivation (IMD)"
"20993","E07000135",2019,"Rank of local concentration",NA,214,"a. Index of Multiple Deprivation (IMD)"
"20994","E07000137",2019,"Rank of local concentration",NA,38,"a. Index of Multiple Deprivation (IMD)"
"20995","E07000133",2019,"Rank of local concentration",NA,246,"a. Index of Multiple Deprivation (IMD)"
"20996","E07000134",2019,"Rank of local concentration",NA,212,"a. Index of Multiple Deprivation (IMD)"
"20997","E06000042",2019,"Rank of local concentration",NA,117,"a. Index of Multiple Deprivation (IMD)"
"20998","E06000041",2019,"Rank of local concentration",NA,311,"a. Index of Multiple Deprivation (IMD)"
"20999","E06000043",2019,"Rank of local concentration",NA,84,"a. Index of Multiple Deprivation (IMD)"
"21000","E06000039",2019,"Rank of local concentration",NA,172,"a. Index of Multiple Deprivation (IMD)"
"21001","E06000040",2019,"Rank of local concentration",NA,291,"a. Index of Multiple Deprivation (IMD)"
"21002","E06000001",2019,"Rank of local concentration",NA,10,"a. Index of Multiple Deprivation (IMD)"
"21003","E06000046",2019,"Rank of local concentration",NA,131,"a. Index of Multiple Deprivation (IMD)"
"21004","E06000002",2019,"Rank of local concentration",NA,3,"a. Index of Multiple Deprivation (IMD)"
"21005","E06000044",2019,"Rank of local concentration",NA,47,"a. Index of Multiple Deprivation (IMD)"
"21006","E06000045",2019,"Rank of local concentration",NA,72,"a. Index of Multiple Deprivation (IMD)"
"21007","E06000033",2019,"Rank of local concentration",NA,75,"a. Index of Multiple Deprivation (IMD)"
"21008","E06000032",2019,"Rank of local concentration",NA,122,"a. Index of Multiple Deprivation (IMD)"
"21009","E06000034",2019,"Rank of local concentration",NA,139,"a. Index of Multiple Deprivation (IMD)"
"21010","E07000005",2019,"Rank of local concentration",NA,307,"a. Index of Multiple Deprivation (IMD)"
"21011","E07000006",2019,"Rank of local concentration",NA,310,"a. Index of Multiple Deprivation (IMD)"
"21012","E06000037",2019,"Rank of local concentration",NA,297,"a. Index of Multiple Deprivation (IMD)"
"21013","E06000038",2019,"Rank of local concentration",NA,144,"a. Index of Multiple Deprivation (IMD)"
"21014","E06000035",2019,"Rank of local concentration",NA,86,"a. Index of Multiple Deprivation (IMD)"
"21015","E06000036",2019,"Rank of local concentration",NA,289,"a. Index of Multiple Deprivation (IMD)"
"21016","E07000196",2019,"Rank of local concentration",NA,243,"a. Index of Multiple Deprivation (IMD)"
"21017","E07000195",2019,"Rank of local concentration",NA,155,"a. Index of Multiple Deprivation (IMD)"
"21018","E07000197",2019,"Rank of local concentration",NA,199,"a. Index of Multiple Deprivation (IMD)"
"21019","E07000193",2019,"Rank of local concentration",NA,153,"a. Index of Multiple Deprivation (IMD)"
"21020","E07000194",2019,"Rank of local concentration",NA,219,"a. Index of Multiple Deprivation (IMD)"
"21021","E07000202",2019,"Rank of local concentration",NA,89,"a. Index of Multiple Deprivation (IMD)"
"21022","E07000200",2019,"Rank of local concentration",NA,241,"a. Index of Multiple Deprivation (IMD)"
"21023","E07000203",2019,"Rank of local concentration",NA,273,"a. Index of Multiple Deprivation (IMD)"
"21024","E07000198",2019,"Rank of local concentration",NA,191,"a. Index of Multiple Deprivation (IMD)"
"21025","E07000199",2019,"Rank of local concentration",NA,113,"a. Index of Multiple Deprivation (IMD)"
"21026","E07000179",2019,"Rank of local concentration",NA,301,"a. Index of Multiple Deprivation (IMD)"
"21027","E07000178",2019,"Rank of local concentration",NA,159,"a. Index of Multiple Deprivation (IMD)"
"21028","E07000180",2019,"Rank of local concentration",NA,312,"a. Index of Multiple Deprivation (IMD)"
"21029","E07000176",2019,"Rank of local concentration",NA,309,"a. Index of Multiple Deprivation (IMD)"
