FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E07000125,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,57,e. Health Deprivation and Disability Domain
E07000129,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000128,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,62,e. Health Deprivation and Disability Domain
E07000092,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,119,e. Health Deprivation and Disability Domain
E07000091,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000020,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,74,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000119,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,111,e. Health Deprivation and Disability Domain
E07000118,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,59,e. Health Deprivation and Disability Domain
E06000022,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,183,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000089,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000079,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000090,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,113,e. Health Deprivation and Disability Domain
E07000077,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000085,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000078,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,158,e. Health Deprivation and Disability Domain
E07000072,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,202,f. Crime Domain
E07000073,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,77,f. Crime Domain
E07000070,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,187,f. Crime Domain
E07000053,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,f. Crime Domain
E07000132,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000045,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000064,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000063,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000043,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,104,f. Crime Domain
E07000068,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000069,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000067,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000084,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000093,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000088,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,143,e. Health Deprivation and Disability Domain
E07000047,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000042,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,180,f. Crime Domain
E07000044,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E08000037,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,28,e. Health Deprivation and Disability Domain
E07000012,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,68,g. Barriers to Housing and Services Domain
E07000029,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,92,g. Barriers to Housing and Services Domain
E07000030,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,21,g. Barriers to Housing and Services Domain
E08000013,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,15,e. Health Deprivation and Disability Domain
E08000001,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,37,e. Health Deprivation and Disability Domain
E07000050,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000061,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,107,e. Health Deprivation and Disability Domain
E08000008,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,20,e. Health Deprivation and Disability Domain
E07000051,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000064,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,146,e. Health Deprivation and Disability Domain
E07000065,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E09000018,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,182,a. Index of Multiple Deprivation (IMD)
E06000003,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,50,j. Income Deprivation Affecting Older People Index (IDAOPI)
E09000032,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,197,a. Index of Multiple Deprivation (IMD)
E06000043,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,70,j. Income Deprivation Affecting Older People Index (IDAOPI)
E06000004,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,63,j. Income Deprivation Affecting Older People Index (IDAOPI)
E06000007,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,118,j. Income Deprivation Affecting Older People Index (IDAOPI)
E09000008,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,158,a. Index of Multiple Deprivation (IMD)
E09000030,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,24,a. Index of Multiple Deprivation (IMD)
E09000009,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,143,a. Index of Multiple Deprivation (IMD)
E09000031,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,89,a. Index of Multiple Deprivation (IMD)
E09000027,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E09000033,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,64,a. Index of Multiple Deprivation (IMD)
E09000028,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,135,a. Index of Multiple Deprivation (IMD)
E09000026,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,196,a. Index of Multiple Deprivation (IMD)
E07000141,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000146,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,88,e. Health Deprivation and Disability Domain
E07000148,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,51,e. Health Deprivation and Disability Domain
E09000010,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,82,a. Index of Multiple Deprivation (IMD)
E07000127,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,83,e. Health Deprivation and Disability Domain
E07000130,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,161,e. Health Deprivation and Disability Domain
E06000015,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,52,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000147,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000021,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,73,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000126,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,127,e. Health Deprivation and Disability Domain
E07000144,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000063,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000142,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,102,e. Health Deprivation and Disability Domain
E08000010,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,33,e. Health Deprivation and Disability Domain
E08000009,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,101,e. Health Deprivation and Disability Domain
E07000062,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,49,e. Health Deprivation and Disability Domain
E07000143,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000122,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,27,e. Health Deprivation and Disability Domain
E07000145,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,52,e. Health Deprivation and Disability Domain
E07000140,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,139,e. Health Deprivation and Disability Domain
E07000120,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,11,e. Health Deprivation and Disability Domain
E06000047,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,22,c. Employment Deprivation Domain
E08000023,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,232,h. Living Environment Deprivation Domain
E08000030,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,231,h. Living Environment Deprivation Domain
E08000022,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,232,h. Living Environment Deprivation Domain
E08000035,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,50,h. Living Environment Deprivation Domain
E08000029,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,232,h. Living Environment Deprivation Domain
E08000031,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,145,h. Living Environment Deprivation Domain
E08000026,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,58,h. Living Environment Deprivation Domain
E07000036,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,74,h. Living Environment Deprivation Domain
E06000012,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,30,c. Employment Deprivation Domain
E06000049,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,186,c. Employment Deprivation Domain
E06000009,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,7,c. Employment Deprivation Domain
E08000032,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,28,h. Living Environment Deprivation Domain
E08000033,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,34,h. Living Environment Deprivation Domain
E07000039,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,232,h. Living Environment Deprivation Domain
E07000241,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,183,j. Income Deprivation Affecting Older People Index (IDAOPI)
E09000002,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,232,h. Living Environment Deprivation Domain
E08000034,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,64,h. Living Environment Deprivation Domain
E08000005,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,167,h. Living Environment Deprivation Domain
E08000006,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,110,h. Living Environment Deprivation Domain
E08000036,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,209,h. Living Environment Deprivation Domain
E07000038,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,232,h. Living Environment Deprivation Domain
E07000035,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,79,h. Living Environment Deprivation Domain
E08000007,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,150,h. Living Environment Deprivation Domain
E07000128,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,122,f. Crime Domain
E07000129,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,163,f. Crime Domain
E07000190,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,138,a. Index of Multiple Deprivation (IMD)
E09000017,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,45,f. Crime Domain
E09000016,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,103,f. Crime Domain
E09000019,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,3,f. Crime Domain
E07000011,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000188,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,139,a. Index of Multiple Deprivation (IMD)
E07000006,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000193,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,183,a. Index of Multiple Deprivation (IMD)
E07000189,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,175,a. Index of Multiple Deprivation (IMD)
E07000187,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,181,a. Index of Multiple Deprivation (IMD)
E06000023,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,61,c. Employment Deprivation Domain
E06000028,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,135,c. Employment Deprivation Domain
E06000051,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,198,c. Employment Deprivation Domain
E07000037,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,116,h. Living Environment Deprivation Domain
E08000024,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,232,h. Living Environment Deprivation Domain
E06000010,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,4,c. Employment Deprivation Domain
E07000155,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000117,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,15,f. Crime Domain
E07000118,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,116,f. Crime Domain
E07000119,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E06000025,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,196,c. Employment Deprivation Domain
E06000024,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,88,c. Employment Deprivation Domain
E07000176,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000175,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000004,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,44,e. Health Deprivation and Disability Domain
E06000017,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,c. Employment Deprivation Domain
E06000021,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,9,c. Employment Deprivation Domain
E07000173,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000039,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,179,c. Employment Deprivation Domain
E06000015,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,65,c. Employment Deprivation Domain
E07000037,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,151,c. Employment Deprivation Domain
E06000003,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,26,e. Health Deprivation and Disability Domain
E07000174,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,67,e. Health Deprivation and Disability Domain
E06000016,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,50,c. Employment Deprivation Domain
E09000017,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,c. Employment Deprivation Domain
E06000013,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,93,c. Employment Deprivation Domain
E09000013,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,177,c. Employment Deprivation Domain
E06000014,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,c. Employment Deprivation Domain
E06000011,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,113,c. Employment Deprivation Domain
E09000016,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,161,c. Employment Deprivation Domain
E06000001,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,12,e. Health Deprivation and Disability Domain
E06000002,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,5,e. Health Deprivation and Disability Domain
E06000018,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,15,c. Employment Deprivation Domain
E09000018,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,c. Employment Deprivation Domain
E09000019,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,100,c. Employment Deprivation Domain
E06000020,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,47,c. Employment Deprivation Domain
E07000041,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,130,e. Health Deprivation and Disability Domain
E06000022,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,193,c. Employment Deprivation Domain
E07000045,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000052,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,129,c. Employment Deprivation Domain
E06000030,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,120,c. Employment Deprivation Domain
E06000031,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,68,c. Employment Deprivation Domain
E07000044,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000043,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,119,e. Health Deprivation and Disability Domain
E06000044,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,9,h. Living Environment Deprivation Domain
E07000042,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000049,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000048,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E08000034,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,91,c. Employment Deprivation Domain
E07000040,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,c. Employment Deprivation Domain
E07000041,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,160,c. Employment Deprivation Domain
E06000027,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,57,c. Employment Deprivation Domain
E06000029,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,c. Employment Deprivation Domain
E06000026,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,54,c. Employment Deprivation Domain
E06000053,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,c. Employment Deprivation Domain
E07000042,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,c. Employment Deprivation Domain
E06000050,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,84,c. Employment Deprivation Domain
E07000038,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,132,c. Employment Deprivation Domain
E07000043,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,147,c. Employment Deprivation Domain
E09000012,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,49,a. Index of Multiple Deprivation (IMD)
E09000004,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E09000014,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,44,a. Index of Multiple Deprivation (IMD)
E09000005,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,100,a. Index of Multiple Deprivation (IMD)
E09000016,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,195,a. Index of Multiple Deprivation (IMD)
E09000007,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,131,a. Index of Multiple Deprivation (IMD)
E08000013,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,107,f. Crime Domain
E08000015,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,120,f. Crime Domain
E08000008,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,84,f. Crime Domain
E09000015,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E09000011,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,a. Index of Multiple Deprivation (IMD)
E09000017,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000136,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,109,f. Crime Domain
E07000131,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000133,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,91,f. Crime Domain
E09000014,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,16,f. Crime Domain
E09000018,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,60,f. Crime Domain
E07000135,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000134,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000124,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E09000006,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,154,a. Index of Multiple Deprivation (IMD)
E07000123,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,35,f. Crime Domain
E07000130,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,127,f. Crime Domain
E07000126,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000210,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,72,g. Barriers to Housing and Services Domain
E07000213,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,264,g. Barriers to Housing and Services Domain
E07000011,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,132,g. Barriers to Housing and Services Domain
E07000028,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,129,g. Barriers to Housing and Services Domain
E07000212,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,120,g. Barriers to Housing and Services Domain
E07000211,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,180,g. Barriers to Housing and Services Domain
E08000031,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,85,e. Health Deprivation and Disability Domain
E08000015,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,21,e. Health Deprivation and Disability Domain
E08000030,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,92,e. Health Deprivation and Disability Domain
E08000019,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,40,e. Health Deprivation and Disability Domain
E07000027,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,264,g. Barriers to Housing and Services Domain
E08000017,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,54,e. Health Deprivation and Disability Domain
E07000242,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E07000241,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,209,i. Income Deprivation Affecting Children Index (IDACI)
E06000028,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,80,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000240,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E08000007,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,119,f. Crime Domain
E07000034,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,104,i. Income Deprivation Affecting Children Index (IDACI)
E06000024,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,120,j. Income Deprivation Affecting Older People Index (IDAOPI)
E06000047,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,107,j. Income Deprivation Affecting Older People Index (IDAOPI)
E06000025,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,183,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000243,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E06000026,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,106,j. Income Deprivation Affecting Older People Index (IDAOPI)
E06000018,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,8,a. Index of Multiple Deprivation (IMD)
E06000014,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E06000019,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,193,a. Index of Multiple Deprivation (IMD)
E07000178,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,164,a. Index of Multiple Deprivation (IMD)
E07000177,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E06000015,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,45,a. Index of Multiple Deprivation (IMD)
E06000017,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E06000028,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,123,a. Index of Multiple Deprivation (IMD)
E06000026,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,51,a. Index of Multiple Deprivation (IMD)
E06000025,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E06000020,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,65,a. Index of Multiple Deprivation (IMD)
E06000027,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,56,a. Index of Multiple Deprivation (IMD)
E07000176,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000180,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E09000013,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,117,a. Index of Multiple Deprivation (IMD)
E07000012,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000010,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,114,a. Index of Multiple Deprivation (IMD)
E07000009,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000191,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000194,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000034,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,96,a. Index of Multiple Deprivation (IMD)
E07000179,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000181,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000192,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,152,a. Index of Multiple Deprivation (IMD)
E09000013,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,126,f. Crime Domain
E09000015,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,197,f. Crime Domain
E09000024,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,121,f. Crime Domain
E07000127,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,79,f. Crime Domain
E07000032,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,161,a. Index of Multiple Deprivation (IMD)
E09000023,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,136,a. Index of Multiple Deprivation (IMD)
E09000020,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,84,a. Index of Multiple Deprivation (IMD)
E09000025,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,103,a. Index of Multiple Deprivation (IMD)
E09000024,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E09000021,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E09000019,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,61,a. Index of Multiple Deprivation (IMD)
E09000022,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,113,a. Index of Multiple Deprivation (IMD)
E07000007,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000005,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000008,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000031,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E06000016,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,23,a. Index of Multiple Deprivation (IMD)
E07000030,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000033,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,142,a. Index of Multiple Deprivation (IMD)
